Customer_ID_Numeric,Customer_Name,City,State,Region,Last_Purchase,Recency_Days,Num_Orders,Total_Revenue,Total_Profit,Avg_Order_Value,Primary_Category,R_Score,M_Score,Segment
521,Peter Bowman,Missoula,Montana,West,2023-11-01,426,1,126.21,30.47,126.21,Accessories,2,1,Lost
522,David Patterson MD,Cleveland,Ohio,Centre,2023-03-04,668,1,148.46,32.45,148.46,Home & Furniture,1,1,Lost
523,Anthony Schmidt,St. Paul,Minnesota,Centre,2024-09-29,93,1,645.75,98.56,645.75,Electronics,4,4,Champions
524,Bethany Summers,Wichita,Kansas,Centre,2024-06-05,209,1,610.4,75.09,610.4,Home & Furniture,4,3,Potential
525,Sheila Bruce,Houston,Texas,South,2024-01-14,352,1,2336.64,254.18,2336.64,Electronics,3,5,Loyal
526,Jessica Riggs,Chandler,Arizona,West,2024-11-08,53,1,1559.2,214.92,1559.2,Electronics,5,5,Champions
527,Laura Collins,Nashua,New Hampshire,East,2024-03-17,289,1,824.86,196.77,824.86,Home & Furniture,3,4,Loyal
528,Cynthia Case,Fort Smith,Arkansas,South,2024-11-02,59,1,931.55,110.02,931.55,Electronics,5,4,Champions
529,Alex Hill,Savannah,Georgia,South,2024-07-25,159,1,208.96,63.58,208.96,Accessories,4,2,Potential
530,Amanda Gonzales,New Haven,Connecticut,East,2023-03-25,647,1,177.9,88.07,177.9,Accessories,1,1,Lost
531,Joshua Ferguson,Rapid City,South Dakota,Centre,2023-04-06,635,1,1135.02,145.81,1135.02,Home & Furniture,1,5,High_Value
532,James Bennett,Providence,Rhode Island,East,2024-12-28,3,1,329.51,102.5,329.51,Clothing & Apparel,5,2,Potential
533,Tracy Davis,Burlington,Vermont,East,2024-11-25,36,2,471.9,152.92,235.95,Accessories,5,3,Potential
534,Angela Bennett,Montpelier,Vermont,East,2024-01-04,362,1,405.9,143.14,405.9,Clothing & Apparel,3,3,Loyal
535,John Ramirez,Jersey City,New Jersey,East,2023-11-10,417,1,270.72,71.51,270.72,Home & Furniture,2,2,Lost
536,Daniel Torres,Spokane,Washington,West,2023-12-22,375,1,853.17,96.11,853.17,Electronics,3,4,Loyal
537,Robert Gill,Mesa,Arizona,West,2024-12-12,19,1,202.14,57.24,202.14,Accessories,5,2,Potential
538,Kaitlyn Clark,New York City,New York,East,2023-11-13,414,1,270.38,69.69,270.38,Clothing & Apparel,2,2,Lost
539,Michael Stewart,Mesa,Arizona,West,2024-05-30,215,2,362.31,99.54,181.155,Accessories,4,2,Potential
540,Matthew Lam MD,Fargo,North Dakota,Centre,2024-04-17,258,1,311.93,38.45,311.93,Electronics,3,2,At_Risk
541,Christopher Richardson,Jersey City,New Jersey,East,2024-04-13,262,1,615.21,118.92,615.21,Electronics,3,3,Loyal
542,Elizabeth Robles,Birmingham,Alabama,South,2023-10-23,435,1,461.37,41.63,461.37,Electronics,2,3,At_Risk
543,Cameron Bennett,St. Louis,Missouri,Centre,2024-03-29,277,1,393.06,175.42,393.06,Clothing & Apparel,3,3,Loyal
544,David Rodriguez,Provo,Utah,West,2023-11-13,414,1,142.92,53.29,142.92,Accessories,2,1,Lost
545,Timothy Nguyen,Portland,Oregon,West,2024-12-12,19,1,342.56,144.98,342.56,Accessories,5,2,Potential
546,George Hoover,Grand Rapids,Michigan,Centre,2024-07-06,178,1,3121.08,267.76,3121.08,Electronics,4,5,Champions
547,James Hanson,Annapolis,Maryland,East,2023-11-22,405,1,152.1,50.52,152.1,Accessories,2,1,Lost
548,Terri Allison,Burlington,Vermont,East,2023-10-23,435,1,3947.64,494.67,3947.64,Electronics,2,5,High_Value
549,Brian Jackson,Knoxville,Tennessee,South,2024-11-17,44,1,206.7,39.44,206.7,Home & Furniture,5,2,Potential
550,Maria Turner,Huntsville,Alabama,South,2024-10-19,73,1,1767.8,675.74,1767.8,Clothing & Apparel,5,5,Champions
551,Michael Jones,Phoenix,Arizona,West,2023-10-14,444,1,2020.78,231.41,2020.78,Electronics,2,5,High_Value
552,Julie Mcintyre,Cedar Rapids,Iowa,Centre,2024-08-03,150,1,1326.57,512.73,1326.57,Clothing & Apparel,4,5,Champions
553,Kristen Flores,Nashua,New Hampshire,East,2023-06-10,570,1,225.26,87.35,225.26,Clothing & Apparel,1,2,Lost
554,Autumn Flores,Tulsa,Oklahoma,South,2023-10-14,444,1,883.05,162.27,883.05,Home & Furniture,2,4,High_Value
555,Tommy Malone,Burlington,Vermont,East,2024-05-27,218,1,881.22,134.65,881.22,Home & Furniture,4,4,Champions
556,Ronald White,Mesa,Arizona,West,2023-10-02,456,1,214.56,65.94,214.56,Accessories,2,2,Lost
557,David Davis,St. Paul,Minnesota,Centre,2024-12-05,26,2,735.65,162.94,367.825,Accessories,5,4,Champions
558,John Cruz,Missoula,Montana,West,2024-03-15,291,1,1818.78,244.88,1818.78,Electronics,3,5,Loyal
559,Elizabeth Smith,New York City,New York,East,2023-08-12,507,1,776.04,144.67,776.04,Accessories,2,4,High_Value
560,Michael Tate,Little Rock,Arkansas,South,2024-07-30,154,1,214.9,84.71,214.9,Clothing & Apparel,4,2,Potential
561,Patricia Hopkins,New York City,New York,East,2024-09-05,117,1,67.47,19.98,67.47,Accessories,4,1,At_Risk
562,Marcus Johnson,Salem,Oregon,West,2023-12-08,389,1,731.12,66.03,731.12,Electronics,3,4,Loyal
563,Christine Nicholson,Wichita,Kansas,Centre,2024-07-16,168,1,336.18,90.3,336.18,Home & Furniture,4,2,Potential
564,William Hubbard,Rochester,New York,East,2023-01-20,711,1,258.47,98.81,258.47,Clothing & Apparel,1,2,Lost
565,Adam Smith,Tuscaloosa,Alabama,South,2024-11-10,51,1,423.07,127.3,423.07,Clothing & Apparel,5,3,Potential
566,Matthew Vargas,Seattle,Washington,West,2024-09-09,113,1,459.46,124.42,459.46,Clothing & Apparel,4,3,Potential
567,April Cameron,Missoula,Montana,West,2023-06-06,574,1,990.48,365.68,990.48,Clothing & Apparel,1,4,High_Value
568,Michele Bailey,Cedar Rapids,Iowa,Centre,2023-05-19,592,1,81.61,23.27,81.61,Clothing & Apparel,1,1,Lost
569,Daniel Wilson,Huntsville,Alabama,South,2024-03-19,287,1,496.38,172.88,496.38,Clothing & Apparel,3,3,Loyal
570,William Lyons,Lexington,Kentucky,South,2024-06-12,202,1,1335.12,582.17,1335.12,Clothing & Apparel,4,5,Champions
571,Joseph Butler,Casper,Wyoming,West,2023-10-31,427,1,234.39,89.17,234.39,Clothing & Apparel,2,2,Lost
572,Ronald Rhodes,Chicago,Illinois,Centre,2024-05-01,244,1,626.88,160.58,626.88,Clothing & Apparel,4,3,Potential
573,Nathan Caldwell,Madison,Wisconsin,Centre,2024-09-24,98,1,106.63,12.05,106.63,Electronics,4,1,At_Risk
574,Johnny Collins,Springfield,Illinois,Centre,2024-06-17,197,1,498.7,168.46,498.7,Clothing & Apparel,4,3,Potential
575,Michael Collins,Cedar Rapids,Iowa,Centre,2024-10-06,86,1,313.1,85.73,313.1,Clothing & Apparel,4,2,Potential
576,Victoria Green,Milwaukee,Wisconsin,Centre,2024-12-04,27,1,972.88,324.42,972.88,Clothing & Apparel,5,4,Champions
577,Stephen Rivera,Nashua,New Hampshire,East,2023-06-09,571,1,1124.88,204.33,1124.88,Home & Furniture,1,5,High_Value
578,Robert Banks,Hartford,Connecticut,East,2023-08-29,490,1,696.93,154.52,696.93,Accessories,2,4,High_Value
579,Elizabeth Daugherty,Phoenix,Arizona,West,2024-09-12,110,1,1007.61,264.84,1007.61,Home & Furniture,4,4,Champions
580,Heather Moran,Glendale,Arizona,West,2023-11-03,424,1,757.34,220.94,757.34,Clothing & Apparel,2,4,High_Value
581,Benjamin Olsen,Montpelier,Vermont,East,2023-07-01,549,1,800.86,169.09,800.86,Clothing & Apparel,1,4,High_Value
582,Gregory Miller,Des Moines,Iowa,Centre,2024-11-11,50,2,1141.98,286.53,570.99,Home & Furniture,5,5,Champions
583,Laurie Huang,Albuquerque,New Mexico,West,2024-11-14,47,1,222.83,43.6,222.83,Electronics,5,2,Potential
584,Stacey Adams,Portland,Oregon,West,2024-01-29,337,1,1516.98,298.4,1516.98,Electronics,3,5,Loyal
585,Michael Mccarthy,Fort Wayne,Indiana,Centre,2024-08-13,140,1,739.7,264.83,739.7,Clothing & Apparel,4,4,Champions
586,Mrs. Katelyn Lopez,Glendale,Arizona,West,2023-11-16,411,1,947.05,257.32,947.05,Home & Furniture,2,4,High_Value
587,Larry Ortiz,Charleston,West Virginia,South,2024-01-11,355,1,396.08,55.86,396.08,Home & Furniture,3,3,Loyal
588,Lindsey Anderson,Glendale,Arizona,West,2023-10-01,457,1,873.72,302.52,873.72,Clothing & Apparel,2,4,High_Value
589,Justin Ward,Atlanta,Georgia,South,2023-12-29,368,1,379.38,42.5,379.38,Electronics,3,3,Loyal
590,Tiffany Smith,Sioux Falls,South Dakota,Centre,2024-12-19,12,2,1724.52,342.6,862.26,Clothing & Apparel,5,5,Champions
591,Jennifer Russell,Montpelier,Vermont,East,2023-12-15,382,1,830.44,253.93,830.44,Home & Furniture,3,4,Loyal
592,Leonard Pratt,Huntsville,Alabama,South,2024-12-15,16,1,296.03,63.19,296.03,Clothing & Apparel,5,2,Potential
593,Brian Patrick,Providence,Rhode Island,East,2024-10-30,62,1,1068.64,334.95,1068.64,Home & Furniture,5,5,Champions
594,Jessica Mckenzie,Hartford,Connecticut,East,2023-08-10,509,1,68.03,15.41,68.03,Accessories,2,1,Lost
595,Mr. Chris Carter,Sacramento,California,West,2023-04-03,638,1,246.42,58.18,246.42,Home & Furniture,1,2,Lost
596,Alexandria Robinson,Austin,Texas,South,2024-12-22,9,1,2060.0,514.09,2060.0,Home & Furniture,5,5,Champions
597,Laura Mckenzie,Jersey City,New Jersey,East,2023-11-21,406,1,263.09,64.89,263.09,Home & Furniture,2,2,Lost
598,John Singh,Boise,Idaho,West,2023-04-16,625,1,692.88,339.44,692.88,Accessories,1,4,High_Value
599,Mark Bauer,Augusta,Maine,East,2024-09-23,99,1,1571.54,503.55,1571.54,Home & Furniture,4,5,Champions
600,Michael Davenport,Cheyenne,Wyoming,West,2023-06-14,566,1,975.75,185.95,975.75,Electronics,1,4,High_Value
601,Zachary Salinas,Oklahoma City,Oklahoma,South,2023-09-01,487,1,834.8,125.91,834.8,Electronics,2,4,High_Value
602,Stacey Jackson,Denver,Colorado,West,2023-03-01,671,1,395.45,54.19,395.45,Electronics,1,3,At_Risk
603,Christina Le,Cedar Rapids,Iowa,Centre,2024-10-15,77,1,154.71,42.8,154.71,Home & Furniture,4,1,At_Risk
604,Brandon King,San Diego,California,West,2023-11-30,397,1,1946.7,633.8,1946.7,Home & Furniture,3,5,Loyal
605,John Tran,Billings,Montana,West,2023-11-25,402,1,187.17,88.32,187.17,Accessories,3,1,At_Risk
606,Angela Shaw,Springfield,Illinois,Centre,2023-01-24,707,1,637.93,160.52,637.93,Home & Furniture,1,4,High_Value
607,Erik Rogers,Fargo,North Dakota,Centre,2023-03-20,652,1,86.98,29.77,86.98,Clothing & Apparel,1,1,Lost
608,Sean Banks,Birmingham,Alabama,South,2024-02-07,328,1,710.08,243.46,710.08,Home & Furniture,3,4,Loyal
609,Kristen Jackson,Cheyenne,Wyoming,West,2024-02-17,318,1,211.74,72.37,211.74,Clothing & Apparel,3,2,At_Risk
610,Jamie Sanchez,Knoxville,Tennessee,South,2023-09-02,486,1,133.51,38.0,133.51,Clothing & Apparel,2,1,Lost
611,Amber Eaton,Phoenix,Arizona,West,2024-12-06,25,1,204.14,80.64,204.14,Accessories,5,2,Potential
612,Eric Allen,Augusta,Maine,East,2024-11-18,43,1,320.04,38.14,320.04,Electronics,5,2,Potential
613,Stephanie Phillips,Fort Smith,Arkansas,South,2024-08-07,146,1,734.94,296.35,734.94,Clothing & Apparel,4,4,Champions
614,Edward Cook,Baton Rouge,Louisiana,South,2024-12-10,21,1,1175.64,326.64,1175.64,Home & Furniture,5,5,Champions
615,Stephen Graves,Memphis,Tennessee,South,2023-08-26,493,1,305.68,63.49,305.68,Clothing & Apparel,2,2,Lost
616,Kristin Gill,Pittsburgh,Pennsylvania,East,2024-10-20,72,1,642.92,73.07,642.92,Electronics,5,4,Champions
617,Crystal Black,Salem,Oregon,West,2024-04-13,262,1,178.39,38.32,178.39,Clothing & Apparel,3,1,At_Risk
618,Tracy Weaver,Huntington,West Virginia,South,2023-11-27,400,1,323.28,92.29,323.28,Accessories,3,2,At_Risk
619,James Wells,Billings,Montana,West,2024-11-16,45,1,493.72,87.43,493.72,Electronics,5,3,Potential
620,Sheila Tate,Tucson,Arizona,West,2023-11-05,422,1,648.3,198.52,648.3,Clothing & Apparel,2,4,High_Value
621,Dr. Jason Johnson MD,St. Louis,Missouri,Centre,2024-11-04,57,1,319.27,89.75,319.27,Clothing & Apparel,5,2,Potential
622,Amanda Jones,Montpelier,Vermont,East,2024-11-30,31,2,1913.45,347.17,956.725,Accessories,5,5,Champions
623,Gabriel Richards,Lincoln,Nebraska,Centre,2023-11-18,409,1,4547.7,1556.47,4547.7,Home & Furniture,2,5,High_Value
624,Dawn Williams,Hartford,Connecticut,East,2024-06-24,190,1,1561.04,527.82,1561.04,Home & Furniture,4,5,Champions
625,William Johnson,New York City,New York,East,2023-10-24,434,2,253.37,108.37,126.685,Accessories,2,2,Lost
626,Danielle Hull,Casper,Wyoming,West,2024-01-23,343,1,241.03,73.44,241.03,Accessories,3,2,At_Risk
627,Gina Moore,Baltimore,Maryland,East,2023-10-04,454,1,3045.75,555.47,3045.75,Electronics,2,5,High_Value
628,Ms. Ann Jackson,Albuquerque,New Mexico,West,2023-11-20,407,1,517.38,152.94,517.38,Clothing & Apparel,2,3,At_Risk
629,Bradley Medina,Springfield,Illinois,Centre,2023-10-23,435,1,205.62,43.93,205.62,Accessories,2,2,Lost
630,Nicole French,Cedar Rapids,Iowa,Centre,2024-12-16,15,1,818.16,180.58,818.16,Home & Furniture,5,4,Champions
631,Olivia Brown,Nashua,New Hampshire,East,2024-01-27,339,1,127.41,35.05,127.41,Accessories,3,1,At_Risk
632,Margaret Guzman,Denver,Colorado,West,2024-11-14,47,1,366.75,52.17,366.75,Electronics,5,2,Potential
633,George Shah,Baltimore,Maryland,East,2024-01-08,358,1,734.26,104.29,734.26,Home & Furniture,3,4,Loyal
634,Patrick Davis,Pittsburgh,Pennsylvania,East,2023-11-15,412,1,343.13,103.8,343.13,Home & Furniture,2,2,Lost
635,Amber Frost,Cincinnati,Ohio,Centre,2023-12-25,372,1,115.71,29.52,115.71,Home & Furniture,3,1,At_Risk
636,Keith Sullivan,New Haven,Connecticut,East,2024-06-27,187,1,743.81,114.68,743.81,Home & Furniture,4,4,Champions
637,Morgan Crosby,Birmingham,Alabama,South,2023-11-10,417,1,617.1,169.58,617.1,Home & Furniture,2,3,At_Risk
638,Richard Steele,Nashua,New Hampshire,East,2023-11-12,415,1,107.15,24.49,107.15,Clothing & Apparel,2,1,Lost
639,Michael Johnson,Lexington,Kentucky,South,2023-11-05,422,1,1011.6,119.32,1011.6,Electronics,2,4,High_Value
640,Mrs. Shelley Fisher MD,Jacksonville,Florida,South,2024-01-20,346,1,697.33,119.91,697.33,Electronics,3,4,Loyal
641,Carl Hudson,Chandler,Arizona,West,2023-12-25,372,1,159.74,52.96,159.74,Accessories,3,1,At_Risk
642,Kimberly Ford,Jersey City,New Jersey,East,2023-04-02,639,1,219.58,96.01,219.58,Accessories,1,2,Lost
643,Dr. Todd Bryant,Louisville,Kentucky,South,2024-02-14,321,1,1303.24,430.1,1303.24,Clothing & Apparel,3,5,Loyal
644,Brittany Mooney,New York City,New York,East,2023-12-14,383,1,460.2,120.72,460.2,Clothing & Apparel,3,3,Loyal
645,Jillian Haley,Burlington,Vermont,East,2023-05-09,602,1,273.94,83.87,273.94,Clothing & Apparel,1,2,Lost
646,Katherine Good,Albuquerque,New Mexico,West,2023-03-31,641,1,1864.58,226.96,1864.58,Electronics,1,5,High_Value
647,Kyle Casey,Mesa,Arizona,West,2023-11-29,398,1,2702.68,416.31,2702.68,Electronics,3,5,Loyal
648,John Smith PhD,Wilmington,Delaware,East,2023-01-28,703,1,1219.02,140.42,1219.02,Electronics,1,5,High_Value
649,Robin Thompson,Augusta,Maine,East,2023-06-02,578,1,553.39,103.27,553.39,Home & Furniture,1,3,At_Risk
650,Robert Wilkins,New York City,New York,East,2024-10-09,83,1,603.02,89.49,603.02,Home & Furniture,4,3,Potential
651,Mark Johnson,Louisville,Kentucky,South,2024-12-06,25,1,151.39,47.08,151.39,Home & Furniture,5,1,At_Risk
652,Daniel Pollard,Boise,Idaho,West,2023-10-15,443,1,1469.24,208.1,1469.24,Electronics,2,5,High_Value
653,Jeffrey Garcia,Reno,Nevada,West,2023-08-19,500,1,113.72,25.91,113.72,Clothing & Apparel,2,1,Lost
654,Ricky Thompson,Boston,Massachusetts,East,2024-09-15,107,1,556.88,73.05,556.88,Home & Furniture,4,3,Potential
655,Johnathan Edwards,Salt Lake City,Utah,West,2023-02-05,695,1,1109.92,261.59,1109.92,Home & Furniture,1,5,High_Value
656,Jason Moore,Wilmington,Delaware,East,2024-05-03,242,1,222.26,107.86,222.26,Accessories,4,2,Potential
657,Joshua Kelly DDS,Montpelier,Vermont,East,2023-03-11,661,1,213.18,56.5,213.18,Accessories,1,2,Lost
658,Karen Garcia,Newark,New Jersey,East,2023-01-13,718,1,988.04,208.1,988.04,Accessories,1,4,High_Value
659,Aaron Anderson,Casper,Wyoming,West,2024-10-10,82,1,426.88,131.19,426.88,Accessories,4,3,Potential
660,Joshua Wilson,Spokane,Washington,West,2024-12-24,7,1,768.22,132.18,768.22,Electronics,5,4,Champions
661,Jacob Taylor,St. Paul,Minnesota,Centre,2023-11-18,409,1,94.92,33.06,94.92,Clothing & Apparel,2,1,Lost
662,Dr. Michael Mcknight,Rapid City,South Dakota,Centre,2023-10-01,457,1,2408.8,379.91,2408.8,Electronics,2,5,High_Value
663,Christopher Giles,Burlington,Vermont,East,2023-09-23,465,1,385.74,36.02,385.74,Electronics,2,3,At_Risk
664,Elizabeth Bennett,Sioux Falls,South Dakota,Centre,2024-10-30,62,1,855.16,314.92,855.16,Clothing & Apparel,5,4,Champions
665,Michael Barnes,Mesa,Arizona,West,2024-08-17,136,1,1137.9,187.64,1137.9,Electronics,4,5,Champions
666,Brian Guzman,Boston,Massachusetts,East,2023-08-28,491,1,671.84,59.73,671.84,Electronics,2,4,High_Value
667,Mrs. Taylor Vang,St. Paul,Minnesota,Centre,2023-12-03,394,1,438.55,195.28,438.55,Clothing & Apparel,3,3,Loyal
668,Angela Williams,Charleston,West Virginia,South,2024-10-12,80,1,1658.82,245.19,1658.82,Electronics,4,5,Champions
669,Julia Malone,Austin,Texas,South,2024-09-08,114,1,124.85,22.27,124.85,Electronics,4,1,At_Risk
670,James Rice,Nashua,New Hampshire,East,2023-01-22,709,1,125.78,20.59,125.78,Electronics,1,1,Lost
671,Jennifer Trujillo,Las Vegas,Nevada,West,2023-11-13,414,1,900.28,400.05,900.28,Clothing & Apparel,2,4,High_Value
672,Toni White,Montpelier,Vermont,East,2023-05-05,606,1,1179.7,151.89,1179.7,Home & Furniture,1,5,High_Value
673,John Estes,Burlington,Vermont,East,2024-01-24,342,1,4494.8,424.26,4494.8,Electronics,3,5,Loyal
674,James Perry,Des Moines,Iowa,Centre,2023-12-18,379,1,534.78,138.07,534.78,Clothing & Apparel,3,3,Loyal
675,Angela Kramer,St. Paul,Minnesota,Centre,2023-11-08,419,1,176.08,44.24,176.08,Clothing & Apparel,2,1,Lost
676,Lori Chaney,Charleston,West Virginia,South,2023-07-29,521,1,692.48,172.62,692.48,Clothing & Apparel,2,4,High_Value
677,Terry Jensen,Sacramento,California,West,2023-10-11,447,1,2167.88,423.36,2167.88,Electronics,2,5,High_Value
678,Scott Vance,San Francisco,California,West,2023-04-15,626,1,340.45,95.21,340.45,Clothing & Apparel,1,2,Lost
679,Jennifer Erickson,Hartford,Connecticut,East,2024-12-20,11,1,1017.81,250.99,1017.81,Clothing & Apparel,5,4,Champions
680,Raymond Webb,Dover,Delaware,East,2024-02-28,307,1,443.96,160.25,443.96,Accessories,3,3,Loyal
681,Jennifer Reynolds,Pittsburgh,Pennsylvania,East,2023-10-13,445,1,2819.73,534.77,2819.73,Electronics,2,5,High_Value
682,Vicki Parker,Boston,Massachusetts,East,2024-11-24,37,1,225.57,76.53,225.57,Home & Furniture,5,2,Potential
683,Daniel Jones,Chandler,Arizona,West,2023-12-22,375,1,137.27,32.19,137.27,Home & Furniture,3,1,At_Risk
684,Julie Thompson,St. Louis,Missouri,Centre,2023-10-12,446,1,1864.56,299.18,1864.56,Electronics,2,5,High_Value
685,Mary Parker,Las Vegas,Nevada,West,2024-06-23,191,1,365.8,46.5,365.8,Electronics,4,2,Potential
686,Ryan Richard,Newark,New Jersey,East,2024-04-15,260,1,288.02,100.22,288.02,Home & Furniture,3,2,At_Risk
687,Juan Escobar,Detroit,Michigan,Centre,2023-09-03,485,1,1290.65,215.69,1290.65,Electronics,2,5,High_Value
688,Angela Hardy,Charleston,West Virginia,South,2023-03-22,650,1,958.06,87.07,958.06,Electronics,1,4,High_Value
689,Nancy Rogers,San Jose,California,West,2024-06-03,211,1,619.45,91.56,619.45,Electronics,4,3,Potential
690,William Thompson,New York City,New York,East,2024-12-21,10,1,386.58,154.93,386.58,Clothing & Apparel,5,3,Potential
691,Keith Simpson,Montpelier,Vermont,East,2024-05-02,243,1,992.28,252.97,992.28,Home & Furniture,4,4,Champions
692,Gregory Sanchez,San Diego,California,West,2024-11-05,56,1,420.24,132.74,420.24,Clothing & Apparel,5,3,Potential
693,Kenneth Lang,Phoenix,Arizona,West,2023-07-25,525,1,168.05,62.92,168.05,Clothing & Apparel,1,1,Lost
694,Andrea Gomez,Augusta,Maine,East,2024-03-15,291,2,3263.6800000000003,333.08,1631.84,Electronics,3,5,Loyal
695,Emily Edwards,Casper,Wyoming,West,2024-06-02,212,1,437.13,72.1,437.13,Electronics,4,3,Potential
696,Barry Phelps,Newark,New Jersey,East,2024-08-25,128,1,225.83,39.79,225.83,Home & Furniture,4,2,Potential
697,Brandon Harris,New York City,New York,East,2024-06-06,208,1,3777.06,559.92,3777.06,Electronics,4,5,Champions
698,Meghan Mullins,Boise,Idaho,West,2024-11-28,33,1,1718.14,260.93,1718.14,Electronics,5,5,Champions
699,Bryan Townsend,Jacksonville,Florida,South,2023-12-06,391,1,70.53,17.35,70.53,Home & Furniture,3,1,At_Risk
700,David Williams,Aurora,Illinois,Centre,2024-07-13,171,2,2780.81,394.07,1390.405,Electronics,4,5,Champions
701,Laurie Jones,Grand Rapids,Michigan,Centre,2023-09-21,467,1,813.56,123.55,813.56,Electronics,2,4,High_Value
702,Joshua Ware,Newark,New Jersey,East,2023-11-08,419,1,169.78,53.7,169.78,Clothing & Apparel,2,1,Lost
703,Travis Newton,Austin,Texas,South,2023-08-17,502,1,205.1,51.4,205.1,Clothing & Apparel,2,2,Lost
704,Anthony Huffman,Nashville,Tennessee,South,2023-10-05,453,1,4790.1,449.51,4790.1,Electronics,2,5,High_Value
705,Joseph Hall,Detroit,Michigan,Centre,2023-11-22,405,1,769.61,145.09,769.61,Home & Furniture,2,4,High_Value
706,Michele Hobbs PhD,Sacramento,California,West,2024-09-09,113,1,111.26,27.75,111.26,Clothing & Apparel,4,1,At_Risk
707,Taylor Reed,Topeka,Kansas,Centre,2023-11-17,410,1,103.84,18.72,103.84,Accessories,2,1,Lost
708,Allen Matthews,Indianapolis,Indiana,Centre,2024-12-12,19,1,786.56,271.51,786.56,Clothing & Apparel,5,4,Champions
709,Benjamin Reeves,Jersey City,New Jersey,East,2023-10-09,449,1,3177.12,616.89,3177.12,Electronics,2,5,High_Value
710,Eric Wilson,Augusta,Maine,East,2024-09-09,113,1,817.37,283.17,817.37,Home & Furniture,4,4,Champions
711,Jennifer Hurst,Manchester,New Hampshire,East,2023-11-24,403,1,641.28,95.54,641.28,Electronics,3,4,Loyal
712,Max Allen,Gulfport,Mississippi,South,2023-10-08,450,1,113.21,43.79,113.21,Clothing & Apparel,2,1,Lost
713,Christopher Roth,Augusta,Maine,East,2024-08-18,135,1,188.11,26.97,188.11,Home & Furniture,4,1,At_Risk
714,Frank Pope,Chandler,Arizona,West,2024-07-12,172,1,173.61,48.76,173.61,Clothing & Apparel,4,1,At_Risk
715,Cassandra Barnes,Virginia Beach,Virginia,South,2023-12-15,382,1,1191.62,233.44,1191.62,Home & Furniture,3,5,Loyal
716,Susan Haynes,St. Paul,Minnesota,Centre,2023-10-25,433,1,108.3,41.56,108.3,Accessories,2,1,Lost
717,Susan Browning,Tuscaloosa,Alabama,South,2023-11-13,414,1,899.52,123.46,899.52,Home & Furniture,2,4,High_Value
718,Richard Blake,San Francisco,California,West,2023-12-03,394,1,77.96,25.57,77.96,Accessories,3,1,At_Risk
719,Rhonda Lloyd,San Diego,California,West,2024-11-17,44,1,618.21,147.47,618.21,Accessories,5,3,Potential
720,Daniel Kelley,Worcester,Massachusetts,East,2024-12-08,23,1,242.29,76.43,242.29,Clothing & Apparel,5,2,Potential
721,Haley Robertson,Cincinnati,Ohio,Centre,2023-01-26,705,1,544.36,81.3,544.36,Electronics,1,3,At_Risk
722,Rebekah Clark,Newark,New Jersey,East,2023-11-30,397,1,659.1,111.83,659.1,Home & Furniture,3,4,Loyal
723,Angela Griffith,Sacramento,California,West,2023-09-05,483,1,420.54,82.96,420.54,Electronics,2,3,At_Risk
724,Jennifer Taylor,Huntington,West Virginia,South,2024-11-11,50,1,445.34,98.04,445.34,Clothing & Apparel,5,3,Potential
725,Robert Bishop,Detroit,Michigan,Centre,2023-05-02,609,1,656.54,153.92,656.54,Home & Furniture,1,4,High_Value
726,Timothy Reese,Des Moines,Iowa,Centre,2023-01-25,706,1,748.54,195.89,748.54,Home & Furniture,1,4,High_Value
727,Marie Nelson,Annapolis,Maryland,East,2024-04-20,255,1,210.14,35.87,210.14,Home & Furniture,3,2,At_Risk
728,Lauren Brown,Annapolis,Maryland,East,2023-11-26,401,2,977.33,147.81,488.665,Accessories,3,4,Loyal
729,Olivia Cisneros,St. Paul,Minnesota,Centre,2023-11-20,407,1,654.68,165.21,654.68,Home & Furniture,2,4,High_Value
730,Joseph Johnson,San Francisco,California,West,2023-11-03,424,1,265.48,82.3,265.48,Accessories,2,2,Lost
731,Cynthia Rocha,Huntsville,Alabama,South,2024-12-14,17,1,788.7,331.46,788.7,Clothing & Apparel,5,4,Champions
732,Carolyn Murphy,San Francisco,California,West,2024-05-25,220,1,341.86,164.58,341.86,Accessories,4,2,Potential
733,Alexander Owen,Omaha,Nebraska,Centre,2023-08-26,493,1,1240.78,114.15,1240.78,Electronics,2,5,High_Value
734,John Johnson,Philadelphia,Pennsylvania,East,2023-12-20,377,2,346.96000000000004,91.66,173.48000000000002,Accessories,3,2,At_Risk
735,Maria Morris,Lincoln,Nebraska,Centre,2024-08-25,128,1,489.73,48.92,489.73,Electronics,4,3,Potential
736,Melissa Sullivan,Mobile,Alabama,South,2023-07-09,541,1,5093.7,954.49,5093.7,Electronics,1,5,High_Value
737,Virginia Douglas,Montpelier,Vermont,East,2023-06-14,566,1,251.1,85.73,251.1,Home & Furniture,1,2,Lost
738,Cynthia Olson,Charleston,West Virginia,South,2023-11-25,402,1,189.94,38.37,189.94,Clothing & Apparel,3,1,At_Risk
739,Jesse Cooper,Providence,Rhode Island,East,2023-11-07,420,1,3576.36,668.4,3576.36,Electronics,2,5,High_Value
740,Melissa Tran,Madison,Wisconsin,Centre,2023-11-13,414,1,306.81,126.87,306.81,Accessories,2,2,Lost
741,Karen Lindsey,Sacramento,California,West,2023-02-21,679,1,1092.48,365.09,1092.48,Home & Furniture,1,5,High_Value
